,Role,Date,Seniority,Salary,Company
1383,Python Programmer,2021-04-13,2,13000,אינטל
1384,Web Programmer,2021-04-13,2,8000,רבטק
1385,Python Programmer,2021-04-13,11,30000,נייס
1386,.NET,2021-04-13,0,10000,צ'קפוינט
1387,C Programmer,2021-04-13,3,21000,אודיוקודס
1388,Sysadmin Windows,2021-04-10,0,6000,בזן קבוצת
1389,DevOps,2021-04-10,3,14000,בי.אם.סי
1390,Team Leader,2021-04-10,9,3680,מערכות אלביט
1391,Team Leader,2021-04-10,11,35000,מחשבים תקשורת בינת
1392,Software Engineer,2021-04-10,7,29000,סרף
1393,Java Programmer,2021-04-10,6,30000,טכנולוגיות מודליטי
1394,Software Engineer,2021-04-10,0,19000,צ'קפוינט
1395,Cyber Security,2021-04-10,0,16000,קומסק
1396,Cyber Security,2021-04-10,11,37000,סינמידיה
1397,Algorithms Developer,2021-04-10,5,31000,ורינט
1398,Python Programmer,2021-04-10,3,26000,אינפינידט
1399,Java Programmer,2021-04-10,0,20000,קונטיניויטי
1400,Web Programmer,2021-04-07,1,15000,סופטוור זומין
1401,Cyber Security,2021-04-07,3,14000,"בע""מ תקשורת מטריקום"
1402,Linux,2021-04-07,2,18000,Ebs
1403,.NET,2021-04-07,11,32000,פרינטינג דיגיטל לנדא
1404,Mobile Programmer,2021-04-07,3,22000,מסאפליקציות
1405,DevOps,2021-04-07,2,20000,לייבפרסון
1406,Python Programmer,2021-04-07,1,9000,זמין ממשל
1407,Python Programmer,2021-04-07,0,8000,באזילה
1408,Software Engineer,2021-04-07,11,28000,מערכות אייטק
1409,Web Programmer,2021-04-07,0,20000,לומינטי
1410,Sysadmin Windows,2021-04-07,2,9500,אסטיאה
1411,Sysadmin Windows,2021-04-07,6,12000,ישקר
1412,Software Engineer,2021-04-07,5,29000,סיסטמס מדיקל פיליפס
1413,C# Programmer,2021-04-07,0,7000,טכנולוגיות סי אקס די
1414,C# Programmer,2021-04-07,3,27000,טכנולוגיה אל סי אייץ
1415,C# Programmer,2021-04-07,3,16000,מלם-תים
1416,Software Engineer,2021-04-07,10,40000,Wix
1417,Web Programmer,2021-04-07,7,16000,טי אנד טי אי
1418,Web Programmer,2021-04-07,8,19000,קומקס
1419,Web Programmer,2021-04-07,1,16000,הירולו
1420,Software Engineer,2021-04-07,3,30000,דל
1421,C# Programmer,2021-04-07,11,36500,סייברארק
1422,Software Student,2021-04-07,0,6000,רפאל
1423,Team Leader,2021-04-05,4,30000,קנשו
1424,Mobile Programmer,2021-04-05,6,30000,אפליקאסטר
1425,Team Leader,2021-04-05,10,27000,ספיאנס
1426,Java Programmer,2021-04-05,2,18000,דיסקונט בנק
1427,Software Student,2021-04-05,0,6000,מערכות אלביט
1428,PHP,2021-04-05,6,24000,פוינט טראפיק
1429,Software Engineer,2021-04-05,0,16000,סיסטמס מדיקל פיליפס
1430,Web Programmer,2021-04-05,5,28000,קנשו
1431,.NET,2021-04-05,5,20000,SQLink
1432,C Programmer,2021-04-05,1,13000,מטריקס
1433,Software Engineer,2021-04-05,3,20000,אמדוקס
1434,C# Programmer,2021-04-05,0,4800,גלובל מטריקס
1435,C# Programmer,2021-04-05,8,24000,אן.סי.אר
1436,Algorithms Developer,2021-04-05,7,40000,מורגן פי ג'יי
1437,Sysadmin Windows,2021-04-05,6,22000,מבטחים מנורה
1438,Software Student,2021-04-05,0,5500,פארמה ווסט
1439,C# Programmer,2021-04-03,1,15000,סלקום
1440,Mobile Programmer,2021-04-03,0,18000,אינטל
1441,Software Engineer,2021-04-03,6,25000,אלקטריק ג'נרל
1442,Software Engineer,2021-04-03,4,30000,נייס
1443,Team Leader,2021-04-03,5,13000,מערכות גב
1444,Software Engineer,2021-04-03,0,20000,פאגאיה
1445,Web Programmer,2021-04-03,0,9500,אקספון
1446,Cyber Security,2021-04-02,3,13000,באגסק
1447,DevOps,2021-04-02,3,21000,קארד לאומי
1448,C Programmer,2021-04-02,6,27000,PTC
1449,Web Programmer,2021-04-02,1,20000,זומינפו
1450,Python Programmer,2021-04-02,10,40000,מורגן פי ג'יי
1451,Web Programmer,2021-04-02,0,14000,סורס איירון
1452,Database Administrator,2021-04-02,3,15000,אסנס
1453,Web Programmer,2021-04-02,6,27000,אסטיאה
1454,Sysadmin Windows,2021-04-02,10,10500,טכניון
1455,C Programmer,2021-04-01,3,20000,אונו האקדמית הקריה
1456,Java Programmer,2021-04-01,4,13000,קנשו
1457,Java Programmer,2021-04-01,11,28500,מגדל
1458,Software Engineer,2021-04-01,11,35000,ברודקום
1459,DevOps,2021-03-25,2,18000,רדוור
1460,C Programmer,2021-03-25,0,17000,אן.סי.אר
1461,Software Engineer,2021-03-25,0,15000,ספיאנס
1462,Team Leader,2021-03-25,10,27000,לינקס
1463,Team Leader,2021-03-25,8,14000,קיוויס
1464,.NET,2021-03-24,2,18000,אפל
1465,Software Engineer,2021-03-24,2,25000,קואלקום
1466,Java Programmer,2021-03-24,4,28000,קרדורקס
1467,Team Leader,2021-03-24,5,12000,פרטנר
1468,Software Student,2021-03-24,0,4000,המיסים רשות
1469,Software Student,2021-03-24,0,9000,מיקרוסופט
1470,Software Student,2021-03-24,0,7200,צ'קפוינט
1471,C Programmer,2021-03-24,0,7000,אינטל
1472,Cyber Security,2021-03-24,0,8000,ספוטנט
1473,Java Programmer,2021-03-24,0,17300,אמדוקס
1474,Team Leader,2021-03-24,11,18000,סופטוויר גליל
1475,C# Programmer,2021-03-24,1,7000,אמדוקס
1476,Java Programmer,2021-03-24,1,10000,צ'קפוינט
1477,Cyber Security,2021-03-22,4,16000,זמין ממשל
1478,.NET,2021-03-22,1,15800,הוט
1479,Java Programmer,2021-03-22,10,24000,הפניקס
1480,Web Programmer,2021-03-22,8,34000,סורס איירון
1481,Software Engineer,2021-03-21,4,23000,ליטיקס
1482,C# Programmer,2021-03-21,4,26000,מערכות אלביט
1483,C# Programmer,2021-03-21,2,6000,סינטקמדיה
1484,DevOps,2021-03-21,5,22000,אמדוקס
1485,Team Leader,2021-03-21,3,12000,פלאפון
1486,Team Leader,2021-03-21,2,10420,"צה""ל"
1487,Software Engineer,2021-03-21,8,39000,ברודקום
1488,Software Student,2021-03-21,0,5000,ישראל משטרת
1489,Algorithms Developer,2021-03-21,0,7500,ראיה טכנולוגיות מובילאיי
1490,Algorithms Developer,2021-03-21,0,15000,ספיאנס
1491,Sysadmin Windows,2021-03-21,7,17000,הרצליה בבינתחומי המרכז
1492,C# Programmer,2021-03-21,7,32000,אפ קונטרול
1493,Java Programmer,2021-03-21,4,31000,איביי
1494,Java Programmer,2021-03-21,5,21000,ויוו טו קי
1495,Java Programmer,2021-03-21,5,40000,VMware
1496,Web Programmer,2021-03-18,2,8000,משרד כל
1497,Web Programmer,2021-03-18,5,9000,הידברות
1498,C# Programmer,2021-03-18,0,20000,אינטל
1499,DevOps,2021-03-18,5,25000,אנבידיה
1500,Team Leader,2021-03-18,7,32000,אן.סי.אר
1501,Software Engineer,2021-03-18,6,25000,רפאל
1502,Web Programmer,2021-03-17,8,9000,בירושלים העברית האוניברסיטה
1503,C# Programmer,2021-03-17,10,18800,המשפטים משרד
1504,Web Programmer,2021-03-17,3,17000,אומניסיס
1505,Sysadmin Windows,2021-03-17,3,13000,מוטורולה
1506,Software Engineer,2021-03-17,9,40000,אינטל
1507,Database Administrator,2021-03-16,0,8000,ynet
1508,DevOps,2021-03-16,3,19000,פרטנר
1509,C# Programmer,2021-03-16,5,18000,אינטליטק
1510,Web Programmer,2021-03-16,1,8000,ידאס
1511,Software Engineer,2021-03-16,11,23000,סולושיינס PCB פרונטליין
1512,Algorithms Developer,2021-03-16,5,25000,פינסטרה
1513,Java Programmer,2021-03-15,4,20500,אמפרסט
1514,Java Programmer,2021-03-15,0,6000,אמדוקס
1515,Java Programmer,2021-03-15,1,24000,ספוטינסט
1516,Database Administrator,2021-03-15,3,20000,קפיטל לידר
1517,Software Engineer,2021-03-15,1,20000,ואטבוקס
1518,Linux,2021-03-14,2,23000,TandemG
1519,Linux,2021-03-14,4,20000,אינטל
1520,Software Student,2021-03-14,0,7000,הביטחון משרד
1521,C# Programmer,2021-03-14,1,17000,אירונאוטיקס
1522,Software Engineer,2021-03-14,5,30000,סייבר ארגוס
1523,Software Engineer,2021-03-14,6,28000,ורינט
1524,Team Leader,2021-03-14,4,10000,נס
1525,Team Leader,2021-03-14,0,18500,ישראל משטרת
1526,DevOps,2021-03-14,4,28000,פיוניר
1527,Algorithms Developer,2021-03-14,6,31000,אי.אמ.סי דל
1528,Java Programmer,2021-03-14,8,32000,מטיריאלס אפלייד
1529,Python Programmer,2021-03-14,5,30000,גוגל
1530,Mobile Programmer,2021-03-14,1,15000,זיק
1531,Software Engineer,2021-03-14,9,20000,רדווין
1532,DevOps,2021-03-14,2,35000,סאפ
1533,Database Administrator,2021-03-11,5,25000,אינטל
1534,Python Programmer,2021-03-11,0,9000,וואן1
1535,Web Programmer,2021-03-11,3,10000,אמדוקס
1536,Web Programmer,2021-03-11,6,30000,יבמ
1537,Python Programmer,2021-03-11,3,30000,קוגנייט
1538,Algorithms Developer,2021-03-11,0,5000,צ'קפוינט
1539,.NET,2021-03-11,1,12000,אלבר
1540,Software Engineer,2021-03-11,4,40000,500 פלוס
1541,Software Student,2021-03-06,0,10000,רפאל
1542,Software Engineer,2021-03-06,4,22000,יוניטרוניקס
1543,Team Leader,2021-03-06,9,40000,מערכות אלביט
1544,C# Programmer,2021-03-06,4,36000,קורפוטוניקס
1545,Software Student,2021-03-06,0,11000,אינטל
1546,C Programmer,2021-03-06,6,20000,טי איי ג'י אס טי
1547,Python Programmer,2021-03-06,1,20000,EMC
1548,Java Programmer,2021-03-06,3,21500,הראל
1549,Java Programmer,2021-03-05,10,18000,אמדוקס
1550,Java Programmer,2021-03-05,2,25000,קיידנס
1551,Java Programmer,2021-03-05,6,26000,אלגוטק
1552,Java Programmer,2021-03-05,0,28000,SQLink
1553,C Programmer,2021-03-05,4,10000,סינטקמדיה
1554,Team Leader,2021-03-05,9,31000,קנשו
1555,Java Programmer,2021-03-05,8,22000,ספיאנס
1556,Software Student,2021-03-05,1,8500,אמזון
1557,Algorithms Developer,2021-03-05,2,27000,מיקרוסופט
1558,Software Student,2021-03-03,0,7000,ווינדס סולר
1559,C# Programmer,2021-03-03,1,10000,ספורטס אל
1560,Web Programmer,2021-03-03,6,18500,רילקומרס
1561,DevOps,2021-03-03,2,28000,אולקלאוד
1562,C Programmer,2021-03-03,11,24000,דוולור
1563,DevOps,2021-03-03,0,3000,גוגל
1564,Software Engineer,2021-03-02,4,21000,דיגיטל ווסטרן
1565,Web Programmer,2021-03-02,4,30000,מובייל פרפקטו
1566,DevOps,2021-03-02,0,10000,אינטל
1567,C# Programmer,2021-03-02,5,18000,מסחר יישומי פנדה
1568,DevOps,2021-03-02,1,11500,וויבס
1569,.NET,2021-03-02,8,19000,השידור רשות
1570,.NET,2021-03-01,7,18000,מלם-תים
1571,Software Student,2021-03-01,1,10000,מערכות אלביט
1572,Python Programmer,2021-03-01,4,35000,פלייטיקה
1573,Web Programmer,2021-03-01,5,25000,אי פי איי רפיד
1574,Web Programmer,2021-03-01,4,35000,מיקרוסופט
1575,Web Programmer,2021-03-01,10,34000,פיוניר
1576,Web Programmer,2021-03-01,6,30000,רוג'ום
1577,DevOps,2021-03-01,9,40000,נטוורקס אלטו פאלו
1578,Software Engineer,2021-03-01,6,26000,ורינט
1579,Software Engineer,2021-03-01,11,36000,האט רד
1580,Team Leader,2021-03-01,7,32000,סיווה
1581,Software Engineer,2021-03-01,11,51000,פלייטיקה
1582,Software Engineer,2021-03-01,6,35000,סיסקו
1583,Software Engineer,2021-03-01,2,18500,יבמ
1584,Algorithms Developer,2021-03-01,5,28000,מערכות אלביט
1585,Cyber Security,2021-03-01,3,9500,מקדונלד׳ס
1586,Database Administrator,2021-03-01,2,23000,טווינגו
1587,C# Programmer,2021-03-01,6,29000,WinWin
1588,Web Programmer,2021-03-01,3,25000,אמדוקס
1589,C Programmer,2021-03-01,5,25000,אינטל
1590,Java Programmer,2021-03-01,5,32000,פלייטיקה
1591,Java Programmer,2021-03-01,9,34000,טי. אנד איי.טי.
1592,Java Programmer,2021-03-01,11,25000,מבטחים מנורה
1593,C Programmer,2021-03-01,11,27500,אורפק
1594,C Programmer,2021-03-01,11,26000,מערכות אלביט
1595,C Programmer,2021-03-01,0,10000,PTC
1596,Team Leader,2021-03-01,5,9500,"צה""ל"
1597,C# Programmer,2021-03-01,1,14000,ROKAR
1598,Software Engineer,2021-02-25,11,35500,אינטל
1599,DevOps,2021-02-25,2,22000,נייס
1600,Web Programmer,2021-02-25,0,8000,סמארט סימפלי
1601,Web Programmer,2021-02-25,2,24000,נייס
1602,Software Engineer,2021-02-24,11,28000,מערכות אלביט
1603,.NET,2021-02-24,1,15000,פרודוור
1604,Web Programmer,2021-02-24,5,30000,מיקרופוקוס
1605,Software Engineer,2021-02-24,2,16000,אמדוקס
1606,Web Programmer,2021-02-23,2,13000,טעמים קשת
1607,Mobile Programmer,2021-02-23,2,25000,יבמ - טראסטיר
1608,Java Programmer,2021-02-23,0,19500,"בע""מ ומערכות תוכנה יעל"
1609,Sysadmin Windows,2021-02-23,10,25000,היל וויליאם
1610,Cyber Security,2021-02-23,2,10000,הממשלה ראש משרד
1611,DevOps,2021-02-23,0,20000,אפל
1612,C Programmer,2021-02-23,0,24000,מערכות אלביט
1613,DevOps,2021-02-23,9,38000,פורס סלס
1614,Database Administrator,2021-02-23,5,25000,בריאות קיי
1615,Java Programmer,2021-02-22,9,22000,אלגוסק
1616,DevOps,2021-02-22,7,27000,אמזון
1617,Web Programmer,2021-02-22,1,5500,מדיה לאוס
1618,Web Programmer,2021-02-22,3,22000,ווביקס
1619,Cyber Security,2021-02-22,3,20000,אמדוקס
1620,Python Programmer,2021-02-22,2,29000,ואטבוקס
1621,Sysadmin Windows,2021-02-22,1,13000,מלם-תים
1622,Software Engineer,2021-02-21,10,19800,סאפיאנס
1623,C# Programmer,2021-02-21,8,21000,נס
1624,C# Programmer,2021-02-21,0,6200,מנהל4יו
1625,Team Leader,2021-02-21,3,15000,ליבריס אקס
1626,DevOps,2021-02-21,11,28000,טנכור קלא
1627,Web Programmer,2021-02-21,3,28000,וויסברגר
1628,Web Programmer,2021-02-21,2,9500,סופטוויר גליל
1629,Mobile Programmer,2021-02-21,3,20000,סטודיוס וריו
1630,Cyber Security,2021-02-21,5,18000,אקסנצ'ר
1631,Cyber Security,2021-02-21,2,15000,החשמל חברת
1632,DevOps,2021-02-21,3,32000,גיגיה
1633,Algorithms Developer,2021-02-21,3,31000,יבמ
1634,Algorithms Developer,2021-02-18,0,8000,נייס
1635,C# Programmer,2021-02-18,0,15000,פלייסייט
1636,Software Engineer,2021-02-18,0,24000,PTC
1637,Software Engineer,2021-02-18,0,7500,סופטוויר גליל
1638,Python Programmer,2021-02-18,1,8000,נס
1639,C Programmer,2021-02-18,2,23000,ג'י.אס.אי
1640,C Programmer,2021-02-18,0,23000,קורפוטוניקס
1641,DevOps,2021-02-17,0,10000,מחשבים אמן
1642,DevOps,2021-02-17,3,29000,צ'קפוינט
1643,DevOps,2021-02-17,2,10000,ישראל נילסן
1644,.NET,2021-02-17,3,19000,מטריקס
1645,Java Programmer,2021-02-17,0,9000,ויוו טו קי
1646,Web Programmer,2021-02-17,5,25000,נייס
1647,DevOps,2021-02-16,0,12500,בי.אם.סי
1648,Cyber Security,2021-02-16,1,14000,ישראכרט
1649,Software Engineer,2021-02-16,7,25000,ROKAR
1650,Software Engineer,2021-02-16,11,33000,סופרדריבטיבס
1651,Software Student,2021-02-16,0,8500,האט רד
1652,Web Programmer,2021-02-16,0,14000,סאפיאנס
1653,Python Programmer,2021-02-15,1,24000,ספוטינסט
1654,Web Programmer,2021-02-15,8,18500,מערכות אלעד
1655,.NET,2021-02-15,5,24000,סאפ
1656,Team Leader,2021-02-15,5,30000,רדויז'ן
1657,Software Student,2021-02-14,0,7000,אינטל
1658,Cyber Security,2021-02-14,4,12000,מטריקס
1659,Team Leader,2021-02-14,5,34500,ורוניס
1660,Software Student,2021-02-14,1,8000,אינטל
1661,Software Student,2021-02-14,0,2400,רפאל
1662,Team Leader,2021-02-14,1,38000,צ'קמרקס
1663,Sysadmin Windows,2021-02-14,5,18000,רפאל
1664,Web Programmer,2021-02-12,0,9500,ידאס
1665,Team Leader,2021-02-12,5,8000,"צה""ל"
1666,Software Engineer,2021-02-12,0,18000,טכנולוגיות סקיילו
1667,Web Programmer,2021-02-12,1,12000,תוכנה טריו
1668,C# Programmer,2021-02-12,3,18000,קומסטאר
1669,Software Student,2021-02-12,0,16000,אינטל
1670,Web Programmer,2021-02-12,0,10000,ביט מיסטר
1671,Python Programmer,2021-02-12,2,15000,קודאק
1672,Software Engineer,2021-02-12,11,22000,פלאפון
1673,Software Engineer,2021-02-12,3,35000,אינטואיט
1674,Software Engineer,2021-02-12,11,30000,קוגנייט
1675,Software Engineer,2021-02-12,3,28000,אינטל
1676,C Programmer,2021-02-12,11,30000,רפאל
1677,Sysadmin Windows,2021-02-12,4,12500,מחשבים תקשורת בינת
1678,Software Engineer,2021-02-11,0,8000,נטוורקס סימנס נוקיה
1679,Software Student,2021-02-11,0,5000,רפאל
1680,Java Programmer,2021-02-11,11,33000,אי.אמ.סי דל
1681,Team Leader,2021-02-11,5,8500,"צה""ל"
1682,Software Engineer,2021-02-11,11,35000,רשתות F5
1683,Web Programmer,2021-02-11,0,8000,סופטוויר גליל
1684,Web Programmer,2021-02-11,3,18000,טעמים קשת
1685,DevOps,2021-02-11,0,6800,אינטל
1686,Mobile Programmer,2021-02-11,3,20000,סיסקו
1687,.NET,2021-02-11,0,6500,לאוטומציה החברה
1688,Sysadmin Windows,2021-02-11,7,21000,כאל
1689,C# Programmer,2021-02-10,6,28000,אואזיס קוד
1690,C Programmer,2021-02-10,0,19000,צ'קפוינט
1691,Cyber Security,2021-02-10,5,24000,סייברארק
1692,Java Programmer,2021-02-10,0,20000,צ'קפוינט
1693,Java Programmer,2021-02-10,2,16800,אמדוקס
1694,Java Programmer,2021-02-10,2,15000,טובים לחיים האקדמיה
1695,Software Student,2021-02-10,0,5000,אפל
1696,.NET,2021-02-10,4,22000,סייפנד
1697,Team Leader,2021-02-10,7,32000,אן.סי.אר
1698,DevOps,2021-02-10,3,25000,Communications Allot
1699,Mobile Programmer,2021-02-10,1,15000,מטריקס
1700,Software Engineer,2021-02-06,11,26000,אווירית תעשייה
1701,Mobile Programmer,2021-02-06,3,19500,מטריקס
1702,.NET,2021-02-06,2,15000,מטריקס
1703,Java Programmer,2021-02-06,2,8500,"צה""ל"
1704,Java Programmer,2021-02-06,7,32000,identity Ping
1705,DevOps,2021-02-06,3,30000,סיווה
1706,Java Programmer,2021-02-06,10,50000,מטיריאלס אפלייד
1707,Algorithms Developer,2021-02-05,0,11000,ספיאנס
1708,Algorithms Developer,2021-02-05,5,24000,רפאל
1709,Algorithms Developer,2021-02-05,2,30000,מערכות אלביט
1710,Cyber Security,2021-02-05,0,15000,הפניקס
1711,Web Programmer,2021-02-05,5,35000,אינטל
1712,Web Programmer,2021-02-05,6,31000,איידוק
1713,Web Programmer,2021-02-05,3,18000,מחשבים אמן
1714,Web Programmer,2021-02-05,5,10000,קודאו
1715,Python Programmer,2021-02-05,0,15500,אינטל
1716,Web Programmer,2021-02-05,5,20000,דיטיאס
1717,Team Leader,2021-02-05,10,12000,"צה""ל"
