,Role,Date,Seniority,Salary,Company
2144,Web Programmer,2020-10-25,11,25000,AVG
2145,Sysadmin Windows,2020-10-21,2,12000,נטוורקס אימפקט
2146,Web Programmer,2020-10-20,2,10000,החדשה אוטומציה
2147,.NET,2020-10-20,0,8500,תנובה
2148,C Programmer,2020-10-20,0,18000,מורפיסק
2149,C# Programmer,2020-10-20,10,22000,מטריקס
2150,Team Leader,2020-10-19,4,22000,נייס
2151,DevOps,2020-10-19,3,25000,מיקרופוקוס
2152,C Programmer,2020-10-19,3,7500,איירוקס
2153,C# Programmer,2020-10-19,11,30000,פוינטר
2154,Java Programmer,2020-10-19,10,30000,לייבפרסון
2155,Python Programmer,2020-10-19,2,40000,אמזון
2156,DevOps,2020-10-19,3,25000,ריפורטי
2157,Web Programmer,2020-10-19,3,14000,אינטל
2158,Database Administrator,2020-10-19,11,30000,אמדוקס
2159,Software Engineer,2020-10-19,8,26000,אוויה
2160,Software Student,2020-10-19,0,5000,אווירית תעשייה
2161,C# Programmer,2020-10-18,3,16000,זמין ממשל
2162,Algorithms Developer,2020-10-18,4,35000,מיקרוסופט
2163,.NET,2020-10-18,1,14000,סגמנט
2164,DevOps,2020-10-18,0,18000,PTC
2165,Software Engineer,2020-10-18,2,32000,אמזון
2166,Web Programmer,2020-10-15,0,9500,זמין ממשל
2167,Sysadmin Windows,2020-10-15,9,25000,אינטל
2168,DevOps,2020-10-15,4,15000,פלאפון
2169,Cyber Security,2020-10-15,0,8500,באגסק
2170,Cyber Security,2020-10-15,4,36000,איטורו
2171,Software Student,2020-10-15,0,5000,האוצר משרד
2172,Sysadmin Windows,2020-10-15,2,8200,Itcare
2173,Software Engineer,2020-10-15,11,35000,סינמידיה
2174,C# Programmer,2020-10-15,3,15000,זמין ממשל
2175,Java Programmer,2020-10-14,3,18000,יואפי
2176,Mobile Programmer,2020-10-14,7,32500,(הייטק) פנדו
2177,C Programmer,2020-10-14,5,24000,פיתוח סילורה
2178,Software Engineer,2020-10-14,1,17000,ריטליקס
2179,.NET,2020-10-13,0,14000,פיוניר
2180,Python Programmer,2020-10-13,8,37000,אמדוקס
2181,Database Administrator,2020-10-13,11,19000,בזק
2182,.NET,2020-10-13,0,10000,הממשלה ראש משרד
2183,Web Programmer,2020-10-12,2,12000,סופטוויר גליל
2184,Web Programmer,2020-10-12,4,20000,זיגיט
2185,C# Programmer,2020-10-11,3,20000,קודיוטקס
2186,Web Programmer,2020-10-11,11,33000,סיסאייד
2187,Team Leader,2020-10-11,5,20000,מאך סטארהום
2188,C# Programmer,2020-10-11,4,19000,אידאה
2189,C# Programmer,2020-10-09,2,18000,אנויטק
2190,Web Programmer,2020-10-09,1,10000,טי. אנד איי.טי.
2191,.NET,2020-10-09,0,13000,איצ טי אר גי
2192,Software Student,2020-10-09,0,9000,מונולית
2193,Algorithms Developer,2020-10-09,0,13000,אקספריס
2194,Team Leader,2020-10-09,11,18000,טרנסווי
2195,Web Programmer,2020-10-08,6,23400,קומבוקס
2196,Software Engineer,2020-10-08,3,28000,מיקרוסופט
2197,Web Programmer,2020-10-08,0,8000,צ'קפוינט
2198,Team Leader,2020-10-08,3,24000,"צה""ל"
2199,Software Student,2020-10-08,0,6500,רפאל
2200,C# Programmer,2020-10-06,4,11500,נס
2201,C Programmer,2020-10-06,10,37000,סייברזן
2202,DevOps,2020-10-06,5,20000,אינטל
2203,Team Leader,2020-10-06,10,38000,אקסנה
2204,C# Programmer,2020-10-06,3,15000,החדשה אוטומציה
2205,DevOps,2020-10-06,2,10000,מטריקס
2206,Cyber Security,2020-10-06,4,30000,פלאפון
2207,Database Administrator,2020-10-06,11,29000,מאטצפוינט
2208,Sysadmin Windows,2020-10-06,8,13000,נס
2209,.NET,2020-10-06,2,23000,סלקום
2210,Web Programmer,2020-10-05,1,8500,ספקטורי
2211,Web Programmer,2020-10-05,2,4000,ישראל אורט
2212,Java Programmer,2020-10-05,3,28000,מובייל זוז
2213,Software Engineer,2020-10-05,2,18000,אינטל
2214,C# Programmer,2020-10-05,3,15000,אינטל
2215,Team Leader,2020-10-05,7,36500,אינפינידט
2216,Sysadmin Windows,2020-10-05,8,18000,ישיר מימון
2217,DevOps,2020-10-05,11,33500,אמדוקס
2218,Software Student,2020-10-05,0,10000,אינטל
2219,Mobile Programmer,2020-10-05,4,27000,אפנקסט
2220,Team Leader,2020-10-05,2,24000,מדפליט
2221,Algorithms Developer,2020-10-05,5,30000,אינדיגו HP
2222,Java Programmer,2020-10-05,5,30000,אינטלג'נס נטורל
2223,C# Programmer,2020-10-05,10,26000,פרטנר
2224,Cyber Security,2020-10-05,3,8000,צילום אייל
2225,Java Programmer,2020-10-02,0,25000,דל
2226,Team Leader,2020-10-02,3,8000,"צה""ל"
2227,Software Engineer,2020-10-02,10,35000,קיידנס
2228,.NET,2020-10-02,1,9000,אקספון
2229,Java Programmer,2020-10-02,4,27000,אי.אמ.סי דל
2230,Cyber Security,2020-10-02,11,19000,פאפאקיה
2231,Sysadmin Windows,2020-10-02,2,7800,החוץ משרד
2232,Database Administrator,2020-10-02,3,10000,סיווה
2233,.NET,2020-10-02,4,19000,אווירית תעשייה
2234,Python Programmer,2020-09-30,3,10000,"צה""ל"
2235,Software Student,2020-09-30,0,10000,אינטל
2236,Software Engineer,2020-09-30,11,27000,מערכות אלביט
2237,C# Programmer,2020-09-30,0,5000,מטריקס
2238,Software Engineer,2020-09-30,0,24000,טאבולה
2239,Software Student,2020-09-30,0,3800,רפאל
2240,Java Programmer,2020-09-30,0,8000,מיקרופוקוס
2241,Python Programmer,2020-09-30,2,24000,יילד דינמיק
2242,Software Engineer,2020-09-30,5,20500,אודיוקודס
2243,Software Student,2020-09-30,0,6400,האט רד
2244,Team Leader,2020-09-30,11,25000,טלקום תדיראן
2245,Web Programmer,2020-09-30,4,20000,ישראל משטרת
2246,Python Programmer,2020-09-30,3,30000,סייטויז'ן
2247,Team Leader,2020-09-30,9,22000,טכנולוגיות תופין
2248,Software Engineer,2020-09-30,3,48200,אינטל
2249,DevOps,2020-09-30,3,21000,יונימד
2250,Algorithms Developer,2020-09-30,1,26000,סמסונג
2251,Software Engineer,2020-09-30,5,35000,אמימון
2252,C# Programmer,2020-09-30,3,6500,איירוקס
2253,C# Programmer,2020-09-30,0,12000,גוריון בן אוניברסיטת
2254,C# Programmer,2020-09-30,3,23000,אינטל
2255,Algorithms Developer,2020-09-30,1,45000,אמזון
2256,Mobile Programmer,2020-09-30,0,24000,טאבולה
2257,Web Programmer,2020-09-30,0,7000,מטריקס
2258,Software Engineer,2020-09-30,11,30000,מטיריאלס אפלייד
2259,Software Engineer,2020-09-30,5,35000,גוגל
2260,C# Programmer,2020-09-30,3,16000,סינריון
2261,C# Programmer,2020-09-30,0,14000,בריקס
2262,Team Leader,2020-09-30,11,9800,מערכות אלביט
2263,Sysadmin Windows,2020-09-30,1,10000,מטיריאלס אפלייד
2264,Web Programmer,2020-09-30,1,8500,אלישרא
2265,Software Engineer,2020-09-30,5,13000,סופטוויר גליל
2266,Software Engineer,2020-09-23,9,27000,סיסקו
2267,Web Programmer,2020-09-23,0,12000,פיננסיים שירותים פרופיט
2268,Web Programmer,2020-09-23,3,20000,יוטפו
2269,C# Programmer,2020-09-23,10,10000,גלובל מטריקס
2270,Team Leader,2020-09-23,3,10300,סינטקמדיה
2271,Software Engineer,2020-09-23,9,21000,ראיה טכנולוגיות מובילאיי
2272,Python Programmer,2020-09-21,3,30000,סוניגו
2273,Web Programmer,2020-09-21,10,33000,טיבא
2274,Team Leader,2020-09-21,5,25000,האוצר משרד
2275,.NET,2020-09-21,0,10000,יבמ
2276,Software Engineer,2020-09-21,2,18900,אנבידיה
2277,C Programmer,2020-09-21,7,25000,סיסקו
2278,DevOps,2020-09-21,3,3214,סנדיסק
2279,Software Student,2020-09-21,0,10000,מיקרוסופט
2280,C Programmer,2020-09-17,4,18000,סאפיאנס
2281,C# Programmer,2020-09-17,2,12500,מטריקס
2282,C# Programmer,2020-09-17,2,12000,אינטל
2283,Software Engineer,2020-09-17,3,28000,נטוורקס אלטו פאלו
2284,Java Programmer,2020-09-17,3,15000,IT לוגיקה
2285,C# Programmer,2020-09-17,3,16000,פלאקארד
2286,C# Programmer,2020-09-16,11,25000,דווידשילד
2287,Web Programmer,2020-09-16,0,9000,מטריקס
2288,Team Leader,2020-09-16,4,8300,"צה""ל"
2289,Algorithms Developer,2020-09-16,10,27000,אווירית תעשייה
2290,DevOps,2020-09-15,2,24000,צ'קפוינט
2291,Algorithms Developer,2020-09-15,5,15000,"סוראסקי ע""ש הרפואי המרכז איכילוב"
2292,Web Programmer,2020-09-15,9,20000,זאפ קבוצת
2293,C# Programmer,2020-09-15,3,18000,סאפ
2294,Python Programmer,2020-09-15,8,42000,HPE מרקורי
2295,Software Engineer,2020-09-14,4,15000,נובוקיור
2296,PHP,2020-09-14,3,30000,אנ.אס.או
2297,Software Engineer,2020-09-14,8,31000,סקייבוקס
2298,.NET,2020-09-14,11,18000,אינוויז
2299,Software Engineer,2020-09-14,7,27700,סיסקו
2300,Software Student,2020-09-14,0,5904,צ'קפוינט
2301,Software Student,2020-09-13,0,6000,אינטל
2302,Java Programmer,2020-09-13,2,21000,צ'קפוינט
2303,.NET,2020-09-13,2,7000,נמברס הפי
2304,.NET,2020-09-13,7,18000,הכלכלה משרד
2305,Sysadmin Windows,2020-09-13,4,8000,סאפיאנס
2306,Software Engineer,2020-09-12,11,33540,טכנולוגיה אל סי אייץ
2307,Web Programmer,2020-09-12,1,8000,איצ טי אר גי
2308,Algorithms Developer,2020-09-12,2,16500,רפאל
2309,Software Engineer,2020-09-12,11,27000,ASI
2310,Software Engineer,2020-09-12,10,25000,ASI
2311,DevOps,2020-09-12,5,26000,סייברארק
2312,C# Programmer,2020-09-12,0,18000,אינטל
2313,Software Engineer,2020-09-12,6,26000,תאלס
2314,C# Programmer,2020-09-11,0,11000,מערכות בגירה
2315,Web Programmer,2020-09-11,0,8000,איינמאנג'
2316,Sysadmin Windows,2020-09-11,5,18000,רבל
2317,Web Programmer,2020-09-11,10,30000,פייברנט
2318,Algorithms Developer,2020-09-09,1,45000,לאבס וואג'ר
2319,Team Leader,2020-09-09,11,25000,הפתוחה האוניברסיטה
2320,C Programmer,2020-09-08,0,12000,מיקרוסופט
2321,Web Programmer,2020-09-08,1,5000,רילקומרס
2322,DevOps,2020-09-08,2,20000,דיימנשנס קליק
2323,Web Programmer,2020-09-08,5,14300,SQLink
2324,Python Programmer,2020-09-08,1,19000,אינפינידט
2325,Software Engineer,2020-09-08,11,26000,Airspan
2326,Cyber Security,2020-09-08,2,18000,מטריקס
2327,Software Engineer,2020-09-08,7,28000,אימג'ינג ספקטרל אפלייד
2328,.NET,2020-09-07,10,22000,זמין ממשל
2329,C# Programmer,2020-09-07,0,6500,ווביט
2330,Software Engineer,2020-09-06,3,7500,מלם-תים
2331,Software Engineer,2020-09-06,3,25000,אינפינידט
2332,Web Programmer,2020-09-06,0,5000,דעת
2333,Team Leader,2020-09-06,5,9000,הראל
2334,Software Engineer,2020-09-06,10,30000,פאנאיה
2335,.NET,2020-09-06,8,27500,אדג' סולאר
2336,DevOps,2020-09-06,0,11000,קומפאי
2337,Web Programmer,2020-09-06,2,7000,דיגיטל אורבן
2338,Software Student,2020-09-06,0,7000,סולידרן
2339,C# Programmer,2020-09-06,4,17000,אלעל
2340,.NET,2020-09-06,10,20000,allscripts
2341,Database Administrator,2020-09-06,8,27000,פלאפון
2342,C# Programmer,2020-09-06,2,27000,מיקרוסופט
2343,Web Programmer,2020-09-03,0,8000,Qualitest
2344,Python Programmer,2020-09-03,1,15000,און לוג
2345,C# Programmer,2020-09-03,7,26000,לברייט
2346,Software Student,2020-09-02,0,7000,מיקרוסופט
2347,C Programmer,2020-09-02,0,20000,נטוורקס סרגון
2348,Database Administrator,2020-09-02,11,29000,הפניקס
2349,Web Programmer,2020-09-02,2,20000,הירולו
2350,C# Programmer,2020-09-02,7,28000,זרטו
2351,DevOps,2020-09-02,1,20000,אינטל
2352,C Programmer,2020-09-02,10,28000,אינטרוויז
2353,Sysadmin Windows,2020-09-02,2,13000,אופטימוב
2354,Software Student,2020-09-02,0,10000,מארוול
2355,Software Engineer,2020-09-02,4,23500,צ'קפוינט
2356,Linux,2020-09-02,3,7500,דל
2357,C# Programmer,2020-09-02,1,15000,דל
2358,C# Programmer,2020-09-02,5,1900,איתוראן
2359,C# Programmer,2020-09-02,3,17000,נטפורמיקס
2360,C Programmer,2020-09-02,4,18000,טי. אנד איי.טי.
2361,Software Student,2020-09-02,0,8000,ווינדס סולר
2362,Software Student,2020-09-02,1,10500,VMware
2363,C Programmer,2020-09-02,0,12000,פוליקום
2364,Software Engineer,2020-09-02,1,13000,אמדוקס
2365,C Programmer,2020-09-02,3,27000,גוגל
2366,Team Leader,2020-09-02,5,20000,"צה""ל"
2367,C# Programmer,2020-09-02,3,17000,פנגו
2368,Web Programmer,2020-09-01,3,12000,סלדט
2369,Software Engineer,2020-09-01,7,30500,נטוורקינג אופטיקל אדווה
2370,Java Programmer,2020-09-01,10,30000,פלייטיקה
2371,Software Engineer,2020-08-30,0,10000,אינפינטי
2372,Cyber Security,2020-08-30,4,14000,כאל ויזה
2373,Team Leader,2020-08-30,3,24000,נייס
2374,Java Programmer,2020-08-30,1,20000,אינטל
2375,C# Programmer,2020-08-30,4,25000,888
2376,.NET,2020-08-30,3,9000,"צה""ל"
2377,Web Programmer,2020-08-27,0,7000,נילוסופט
2378,Python Programmer,2020-08-27,4,27000,סייבר ארגוס
2379,Team Leader,2020-08-27,6,9500,ויזן סי
2380,Web Programmer,2020-08-27,2,14000,המיסים רשות
2381,C Programmer,2020-08-27,0,12000,מוביט
2382,Team Leader,2020-08-25,11,19500,מטריקס
2383,Python Programmer,2020-08-25,0,21000,גרופ מדיה סיי
2384,PHP,2020-08-25,1,7877,"בע""מ קונטנט הייפר"
2385,Linux,2020-08-25,0,7000,סייברזן
2386,Web Programmer,2020-08-25,5,15000,רילקומרס
2387,Cyber Security,2020-08-25,3,19000,איטורו
2388,Python Programmer,2020-08-25,5,25000,אינפיבונד
2389,C# Programmer,2020-08-25,0,6500,מלם-תים
2390,Java Programmer,2020-08-25,3,24000,הפועלים בנק
2391,C# Programmer,2020-08-25,1,8500,סיטיבוק
2392,DevOps,2020-08-23,5,32500,סימנטעק
2393,Web Programmer,2020-08-23,0,4200,הממשלה ראש משרד
2394,Team Leader,2020-08-23,4,36000,מוביליטי היר
2395,C# Programmer,2020-08-23,0,12000,אמדוקס
2396,Software Engineer,2020-08-23,10,50000,נטוורקס טוגה
2397,Algorithms Developer,2020-08-23,8,50000,סיטיבנק
2398,Mobile Programmer,2020-08-23,5,34000,מוביליטי היר
2399,DevOps,2020-08-23,0,7000,נס
2400,Software Student,2020-08-23,0,9000,דיגיטל ווסטרן
2401,Cyber Security,2020-08-23,6,18900,טאבולה
2402,C# Programmer,2020-08-23,0,7000,נילוסופט
2403,Web Programmer,2020-08-23,1,1000,בריאות קיי
2404,Software Engineer,2020-08-23,5,26000,נס
2405,.NET,2020-08-23,0,6000,טריבייס
2406,Software Engineer,2020-08-23,3,28500,אינפינידט
2407,Software Engineer,2020-08-23,0,6500,אמדוקס
2408,Python Programmer,2020-08-23,4,30000,VMware
2409,Team Leader,2020-08-23,9,30000,הממשלה ראש משרד
2410,Software Engineer,2020-08-23,9,34000,איטורו
2411,Java Programmer,2020-08-23,0,20000,קונטיניויטי
2412,Algorithms Developer,2020-08-19,5,33000,ויה
2413,Web Programmer,2020-08-19,8,19000,מערכות אלביט
2414,Web Programmer,2020-08-19,3,26000,מלאנוקס
2415,Software Student,2020-08-19,0,4800,אינטל
2416,Team Leader,2020-08-19,11,30000,ECI
2417,C# Programmer,2020-08-19,2,21000,אינדיגו HP
2418,Java Programmer,2020-08-19,6,15500,הלאומית הספרייה
2419,Software Engineer,2020-08-19,10,32000,אלקטריק ג'נרל
2420,Team Leader,2020-08-19,6,9500,לינווייט
2421,C# Programmer,2020-08-19,0,18000,אפל
2422,Linux,2020-08-19,0,15000,גוגל
2423,C# Programmer,2020-08-19,11,22000,אפקון
2424,Software Engineer,2020-08-19,10,32000,הייטק פתרונות
2425,Algorithms Developer,2020-08-17,0,30000,מטיריאלס אפלייד
2426,Java Programmer,2020-08-17,4,9000,גלובל מטריקס
2427,Database Administrator,2020-08-17,2,17000,TCS
2428,Software Engineer,2020-08-17,9,23000,אינטל
2429,Web Programmer,2020-08-17,5,30000,סורס איירון
2430,Java Programmer,2020-08-17,10,28000,סנדיסק
2431,Cyber Security,2020-08-17,1,7500,חולון הטכנולוגי המכון
2432,C# Programmer,2020-08-17,0,16000,סייסנס
2433,Python Programmer,2020-08-17,8,30000,אוטונמו
2434,Software Engineer,2020-08-17,11,32000,ריי תטא
2435,Software Engineer,2020-08-17,1,19000,אינטל
2436,Software Engineer,2020-08-17,11,45000,אי אס אל
2437,Python Programmer,2020-08-17,9,28500,סייבראמדיאיקס
2438,.NET,2020-08-17,11,27000,דיגיטל קורנית
2439,DevOps,2020-08-17,3,21000,מטומי
2440,Web Programmer,2020-08-17,2,17000,קומפאי
2441,Software Student,2020-08-17,0,20000,אינטל
2442,Web Programmer,2020-08-17,1,14000,אואזיס קוד
2443,Team Leader,2020-08-17,0,6500,התעופה שדות רשות
2444,Team Leader,2020-08-17,8,42000,אפ קונטרול
2445,Team Leader,2020-08-17,3,11000,התעופה שדות רשות
2446,Web Programmer,2020-08-17,1,10000,הירולו
2447,Algorithms Developer,2020-08-17,10,17000,אמדוקס
2448,Software Engineer,2020-08-13,10,32000,וויירלס רוקוס
2449,DevOps,2020-08-13,0,29000,מערכות אלביט
2450,Software Engineer,2020-08-13,4,32000,מוביליטי היר
2451,Mobile Programmer,2020-08-13,5,26000,GetTaxi
2452,Mobile Programmer,2020-08-12,6,26500,טסטאמ
2453,Software Engineer,2020-08-12,4,26000,נייס
2454,Python Programmer,2020-08-12,2,23000,צ'קפוינט
2455,Software Engineer,2020-08-12,2,23000,אוויה
2456,Mobile Programmer,2020-08-11,0,21500,מובאו
2457,.NET,2020-08-11,5,14000,החדשה אוטומציה
2458,Software Engineer,2020-08-11,11,28000,אנג'האוס
2459,Sysadmin Windows,2020-08-11,5,12000,המשפטים משרד
2460,Software Student,2020-08-11,1,9000,Wix
2461,C# Programmer,2020-08-11,0,6500,קומקס
2462,Web Programmer,2020-08-11,5,30000,הביטחון משרד
2463,Web Programmer,2020-08-11,2,12000,לינווייט
2464,C# Programmer,2020-08-11,10,32000,ורינט
2465,C# Programmer,2020-08-11,6,34000,CodeValue
2466,Algorithms Developer,2020-08-11,10,26000,מידע טכנולוגיות הראל
2467,Team Leader,2020-08-11,11,35000,טי. אנד איי.טי.
2468,Algorithms Developer,2020-08-11,0,17000,סופטוור מג'יק
2469,Software Engineer,2020-08-09,0,17000,אינטל
2470,DevOps,2020-08-09,0,20000,ורינט
2471,Web Programmer,2020-08-09,2,20000,פרו פרוג'קט
2472,Algorithms Developer,2020-08-09,1,27000,טראקספוינט
2473,Web Programmer,2020-08-09,0,10000,קומקס
2474,Linux,2020-08-09,3,32000,אינטל
2475,Mobile Programmer,2020-08-09,1,19500,קיבו
2476,Team Leader,2020-08-09,4,34000,אפ קונטרול
2477,.NET,2020-08-09,8,20000,נייס
2478,Software Student,2020-08-06,0,8000,רפאל
2479,Java Programmer,2020-08-06,4,26000,רשתות F5
2480,Database Administrator,2020-08-03,10,3423,מיין דטה
2481,Java Programmer,2020-08-03,5,24500,הרמן
2482,Software Student,2020-08-03,1,10000,מיקרוסופט
2483,Web Programmer,2020-08-03,11,28000,טאבולה
